,movieId,overview,rating,Label
15,629,hold l interrogation room verbal kint attempt convince fed mythic crime lord keyser soze exist also responsible draw four partner multi million dollar heist end explosion san pedro harbor leave survivor verbal lure interrogator incredible story crime lord almost supernatural prowess,3.155172413793104,3 star
16,2054,passionate musician glenn holland take day job high school music teacher convince small obstacle road true call write historic opus decade roll composition unwritten generation student inspire teach holland must redefine life purpose,2.703222204498325,2 star
17,755,seth gecko young brother richard run bloody bank robbery texas escape across border mexico home free next morning pay local kingpin survive dusk till dawn rendezvous point turn hell strip joint,3.375796178343949,3 star
18,400,mafia film tarantino style star stud cast jimmy saint gangster career finally end yet find self favor wise godfather know man plan,2.5454545454545454,2 star
19,2086,gene watson public accountant arrive train union station los angeles accompany year old daughter lynn ordinary look approach pair sinister people name smith jones,3.0730593607305936,3 star
20,688,photographer robert kincaid wanders life housewife francesca johnson four day,2.592657903174094,2 star
21,197,enrage slaughter murron new bride childhood love scottish warrior william wallace slay platoon local english lord soldier lead village revolt eventually entire country rise english rule,3.075221238938053,3 star
22,103,mentally unstable vietnam war veteran work night time taxi driver new york city perceive decadence sleaze feed urge violent action attempt save preadolescent prostitute process,3.273029045643153,3 star
23,2074,adopt child new father mel colpin ben stiller decides can not name son know birth parent determines make cross country quest find accompanied wife nancy patricia arquette inept yet gorgeous adoption agent tina tea leoni departs epic road trip quickly devolve farce mistaken identity wrong turn overzealous love struck atf agent josh brolin richard jenkins,3.4792332268370605,3 star
24,5757,first time director dirk shafer also pen raucous mockumentary blend fact fiction create reign playgirl magazine centerfold year shafer choose keep fact gay secret magazine editor find live ultimate lie incapable give female reader really want succumb lover pressure come closet,1.6,1 Sstar
25,568,true story technical trouble scuttle apollo lunar mission risk life astronaut jim lovell crew fail journey turn thrill saga heroism drift mile earth astronauts work furiously ground crew avert tragedy,3.551898734177215,3 star
26,414,dark knight gotham city confronts dastardly duo two face riddler formerly district attorney harvey dent two face believe batman cause courtroom accident leave disfigured one side edward nygma computer genius former employee millionaire bruce wayne get philanthropist riddler former circus acrobat dick grayson family kill two face becomes wayne ward batman new partner robin,2.615926327193933,2 star
27,5894,auggie run small tobacco shop brooklyn new york whole neighborhood come visit buy cigarette small talk movie lou reed try explain cut health insurance bill keep smoke madonna act sing telegram,1.8333333333333333,1 Sstar
28,8839,furious late father will gloomy look mansion rather million carrigan crittenden ready burn place ground discovers map treasure hide house enters rickety mansion seek claim frighten away wicked wave ghost determine get hand hidden fortune hire afterlife therapist dr james harvey exorcise ghost mansion harvey daughter kat move soon kat meet casper ghost young boy friendly ghost know friendly casper uncle stretch fatso stinkie determine drive fleshies away,1.8035714285714288,1 Sstar
29,8963,u nuclear missile sub young first officer stage mutiny prevent trigger happy captain launch missile confirm order,2.624,2 star
30,26564,movie chronicle life time r crumb robert crumb cartoonist artist draw keep truckin fritz cat play major pioneer role genesis underground comix interview mother two brother wife ex girlfriend well selection vast quantity graphic art treat darkly comic ride one man subconscious mind,3.624401913875598,3 star
31,8068,gunslinger embroil war local drug runner,3.696428571428572,3 star
32,8512,late los angeles easy rawlins unemployed black world war ii veteran job prospect bar easy meet dewitt albright mysterious white man look someone investigate disappearance miss white woman name daphne monet suspect hide one city black jazz club strap money face house payment easy take job soon find head,3.3027777777777776,3 star
33,1572,new york detective john mcclane back kick bad guy butt third installment action pack series find team civilian zeus carver prevent loss innocent live mcclane think see genius name simon engages mcclane new partner beloved city deadly game demand concentration,3.829846582984658,3 star
34,6520,timeless tale king arthur legend camelot retold passionate period drama arthur reluctant hand crown lancelot guinevere tear loyalty husband grow love rival lancelot must balance loyalty throne reward true love,3.0961538461538463,3 star
35,2293,dump girlfriend two best friend seek refuge local mall,3.3505747126436782,3 star
36,1642,angela bennett freelance software engineer live world computer technology cyber friend ask bennett debug new game inadvertently become involved conspiracy soon turn life upside vacation mexico purse steal soon finds people event may seem becomes target assassination vacation ruin get new passport u embassy mexico wrong name ruth marx return u sort thing discovers ruth marx unsavory past lengthy police record make matter bad another person assume real identity,3.078038674033149,3 star
37,281,set year last day old millennium movie tell story lenny nero ex cop deal data disc contain recorded memory emotion one day receive disc contains memory murderer kill prostitute lenny investigates pull deep deeper whirl blackmail murder rape survive solve case,3.658512720156556,3 star
38,3512,passenger train hijack electronics expert turn untraceable command center weapon satellite plan blow washington dc one man stop former navy seal casey ryback,3.5611729019211324,3 star
39,76,dialogue marathon film fairytale love story american boy french girl day night together vienna two heart collide,3.016246953696182,3 star
40,2292,convenience video store clerk dante randal sharp witted potty mouth bored mind needle customer counter jockey play hockey roof visit funeral home deal love life,2.9318181818181817,2 star
41,1909,john arnold demarco man believe juan great lover world clad cape mask demarco undergoes psychiatric treatment dr jack mickler cure apparent delusion psychiatric session unexpected effect psychiatric staff profoundly dr mickler rekindles romance complacent marriage,3.325736793979039,3 star
42,8984,computer specialist sue sexual harassment former lover turn boss initiated act forcefully threaten career personal life,3.31019313304721,3 star
43,522,mostly true story legendary bad director time help strange friend filmed countless b movie without ever become famous successful,3.5474425500370645,3 star
44,1024,base true story juliet hulme pauline parker two close friend share love fantasy literature conspire kill pauline mother try end girl intense obsessive relationship,3.1677880571909167,3 star
45,628,vampire relate epic life story love betrayal loneliness dark hunger curious reporter,3.752637379940167,3 star
46,6280,part fertility research project male scientist agree carry pregnancy body,2.8577586206896552,2 star
47,11,princess leia capture hold hostage evil imperial force effort take galactic empire venturesome luke skywalker dash captain han solo team together loveable robot duo r c po rescue beautiful princess restore peace justice empire,3.660590500641848,3 star
48,3036,base mary shelley novel frankenstein tell story victor frankenstein promise young doctor devastate death mother childbirth becomes obsess bring dead back life experiment lead creation monster frankenstein put together remain corps long frankenstein regret action,3.2846715328467155,3 star
49,8986,three young boy pool money pay v kindhearted prostitute strip afterward drive home suburb car break well though mobster name waltzer v realize suburb perfect place hide thing get lot complicate v fall love tom single father unaware real profession,2.9885057471264367,2 star
50,1945,remote woodland cabin small town doctor discovers nell beautiful young hermit woman many secret,4.134570403867145,4 star
51,241,two victim traumatize childhood become lover psychopathic serial murderer irresponsibly glorify mass medium,3.01926298157454,3 star
52,527,drama maori family lving auckland new zealand lee tamahori tell story beth hekes strong keep family together times unemployment abuse violent alcoholic husband,4.266530696698294,4 star
53,6950,deadly airborne virus find way usa start kill people epidemic rate col sam daniel job stop virus spread small town must quarantine prevent reaction white house,3.187079407806192,3 star
54,101,leon top hit man new york earn rep effective clean next door neighbor wipe loose cannon dea agent become unwilling custodian year old mathilda long mathilda thought turn revenge considers follow leon footstep,3.776083800041485,3 star
55,680,burger love hit man philosophical partner drug addle gangster moll wash boxer converge sprawl comedic crime caper adventure unfurl three story ingeniously trip back forth time,3.552969502407705,3 star
56,3586,paris fashion week draw usual bunch people designer reporter model magazine editor photographer follow various storyline character center around murder investigation prominent fashion figure feature star cast,3.4292035398230087,3 star
57,2636,may munro woman obsess get revenge people murder parent still girl hire ray quick retire explosive expert kill parent killer ned trent embitter ex partner quick assign protect one quick potential victim deadly game cat mouse ensues,2.560240963855421,2 star
58,2164,interstellar teleportation device find egypt lead planet human resemble ancient egyptian worship god ra,2.144396551724138,2 star
59,278,frame double murder wife lover upstanding banker andy dufresne begin new life shawshank prison put account skill work amoral warden long stretch prison dufresne come admired inmate include old prisoner name red integrity unquenchable sense hope,3.021646859083192,3 star
60,193,captain jean luc picard crew enterprise find odds renegade scientist soran destroy entire star system one man help picard stop soran scheme dead seventy eight year,2.245992952142776,2 star
61,1587,gilbert care brother arnie obese mother get way love walk life,3.192183019573619,3 star
62,2064,love story build misunderstand transit worker pull commuter peter track mug coma family mistakenly think peter fiancée correct thing get complicate fall brother quite sure claim,3.865852138137389,3 star
63,236,muriels wed p j hogan film debut humorous emancipation story unemployed woman evolve dreamer self sustain successful woman amuse comedy thats funny silly angry serious,3.3056314119123185,3 star
64,3049,ace ventura pet detective jim carrey case find miami dolphin miss mascot quarterback dan marino go eyeball eyeball man eat shark stake miami dolphins woos wow ladies whether undercover fire underwater always get man beast,3.094650205761317,3 star
65,2759,two drag queen transsexual contract perform drag show resort alice spring resort town remote australian desert head west sydney aboard lavender bus priscilla en route discover woman contract wife one drag queen bus break repair bob travel,3.279256171849952,3 star
66,888,modern stone age family flintstone hit big screen live action version classic cartoon fred help barney adopt child barney see opportunity repay slate mining test employee find new executive good deed go unpunished,2.310038119440915,2 star
67,13,man low iq accomplish great thing life present significant historic event case far exceed anyone imagine could yet despite thing attain one true love elude forrest gump story man rise challenge prove determination courage love important ability,3.326441784548422,3 star
68,712,four wedding funeral british comedy british man name charles american woman name carrie go numerous wedding determine right one another,3.4921875,3 star
69,8587,young lion cub name simba wait king uncle craves title stop nothing get,3.161764705882353,3 star
70,1689,little buddha movie life siddhartha star keanu reef bridget fonda direct bernardo bertolucci,3.2255260750228727,3 star
71,854,timid bank clerk stanley ipkiss discovers magical mask contain spirit norse god loki entire life change wear mask ipkiss become supernatural playboy exude charm confidence allow catch eye local nightclub singer tina carlyle unfortunately mask influence ipkiss also rob bank anger junior crime lord dorian tyrell whose goon get blame heist,3.7191489361702126,3 star
72,2788,small circle friend suffer post collegiate blue must confront hard truth life love pursuit gainful employment struggle map survival guide future gen x quartet soon begin realize reality crack,3.986522488638145,3 star
73,8831,officer security agency regulate time travel must fend life shady politician tie past,2.8727959697733,2 star
74,8011,start th century connor mcleod christopher lambert training another immortal swordsman japanese sorcerer nakano mako evil immortal name kane mario van peebles kill old wizard result battle leave bury underground cave kane resurfaces th century create havoc mcleod stop,3.8315334773218144,3 star
75,2654,disappearance hack horror writer sutter cane hell break loose literally author cane seem knack description really bring evil creepy crawlies life insurance investigator john trent send investigate cane mysterious vanish act end sleepy little east coast town hobb end,3.569458631256384,3 star
76,2758,sibling wednesday pugsley addams stop nothing get rid pubert new baby boy adore parent gomez morticia thing go bad bad new black widow nanny debbie jellinsky launch plan add fester collection dead husband,2.9311926605504586,2 star
77,306,back sunny southern california trail two murderer axel foley team la cop billy rosewood soon discover amusement park use front massive counterfeit ring run gang shot billy bos,4.05944683908046,4 star
78,26203,emma attractive girl blind year new type eye operation partially restore sight problem sometimes remember see later one night awaken commotion upstairs peer door see shadowy figure descend stair convince neighbour murder approach police find unsure new eye play trick,3.527586206896552,3 star
79,178,blow away tell story jimmy dove work boston bomb squad shortly dive leaf force partner kill bomb dive think might make someone know,3.3795761078998074,3 star
80,4722,environmental protection agency inspector steve malone travel remote military base order check toxic material bring family along ride arrive base teenage daughter marti befriend jean platt daughter base commander general platt people base begin act strangely marti becomes convince slowly replace plant like alien,3.4162303664921465,3 star
81,26391,foul mouth finishing school graduate mistakenly wind ill fat fishing boat face wrath crew considers bad luck,3.2196531791907512,3 star
82,117553,like many adolescent boy roy darpinian hots movie divas one particular wet dream half america marilyn monroe difference one summer holiday actually decide enlist spineless buddy scott foreman ned bleuer actually drive way hollywood make many desperate attempt take meet get arrest try setback embarrassment even publicly bare as stop distract odds finally even get chance help,3.5,3 star
83,6075,puerto rican ex con release prison pledge stay away drug violence despite pressure around lead well life outside nyc,3.6041666666666665,3 star
84,2124,new york psychiatrist bill capa visit los angeles take murder colleague therapy group find embroil thick mystery bump rise begin torrid affair,3.1914223781998348,3 star
85,5503,wrongfully accuse murder wife richard kimble escape law attempt find killer clear name pursue team u marshal lead deputy samuel gerard determine detective rest richard capture richard lead team series intricate chase discovers secret behind wife death struggle expose killer late,3.3197278911564627,3 star
86,2087,doc mccoy put prison partner chickened flew without exchange prisoner lot money doc know jack benyon rich business man something big tell wife carol mccoy tell sale benyon get prison benyon pull string doc mccoy release unfortunately cooperate person get prison,3.5469963453631794,3 star
87,4916,criminal lawyer know happen forced defend wife killer know guilty,3.5394973070017954,3 star
88,2019,woman father go miss enlist local aid search pair soon discover father die hand wealthy sportsman hunt homeless men form recreation,4.255073602972702,4 star
89,7984,small time thief belfast gerry conlon falsely implicate ira bombing pub kill several people london four friend coerced british police confess guilt gerry father relatives london also implicate crime spend fifteen year prison father try prove innocence,3.3900293255131966,3 star
90,6,race box match frank mike john rey get bargain wrong turn land directly path fallon vicious wise crack drug lord accidentally witness fallon murder disloyal henchman four become unwilling prey savage game cat amp mouse mercilessly stalk urban jungle taut suspense drama,3.841763756945689,3 star
91,329,wealthy entrepreneur secretly create theme park feature living dinosaur draw prehistoric dna open day invite team expert two eager grandchild experience park help calm anxious investor however park anything amusing security system go line dinosaur escape,3.3444071212630164,3 star
92,507,zed eric stoltz american vault cracker travel paris meet old friend eric jean hugues anglade eric gang plan raid bank city open bastille day offering service zed soon find trap situation beyond control heroin abuse poor plan call girl name zoe conspire turn robbery bloody siege,3.522655577860625,3 star
93,1413,china french diplomat rene gallimard fall love opera singer song liling song gallimard think,3.5582901554404147,3 star
94,2246,tale happily married couple would like child tracy teach infant andy college professor thing never take hospital operate upon jed know doctor,2.592857142857143,2 star
95,2320,terrorist hijack inbound washington c demand release imprisoned leader intelligence expert david grant kurt russell suspect another reason soon reluctant member special assault team assign intercept plane hijacker,3.111111111111111,3 star
96,788,love irresponsible dad daniel hillard estrange exasperate spouse crush court order allow weekly visit kid daniel learns ex need housekeeper get job disguised english nanny soon become child best pal kind parent start,2.8617094095099023,2 star
97,713,long voyage scotland pianist ada mcgrath young daughter flora leave belonging include piano new zealand beach ada mute since childhood sell marriage local man name alisdair stewart make little attempt warm alisdair ada soon become intrigued maori friendly acquaintance george baines lead tense life alter conflict,3.452380952380953,3 star
98,8291,film see world eye main character justice young african american poet mail carrier invite friend along long overnight delivery run,3.610638297872341,3 star
99,1245,rule bound head butler world manner decorum household maintains test arrival housekeeper fall love post wwi britain possibility romance master cultivation tie nazi cause challenge carefully maintain veneer servitude,3.960110240789092,3 star
100,7007,prostitute find dead los angeles skyscraper occupy large japanese corporation detective john conner web smith call investigate although conner previous experience work japan cultural difference make progress difficult security disc show murder turn close scrutiny prof disc doctored detective realize deal cover well,3.312348668280872,3 star
101,5550,mega corporation omni consumer product still bent create pet project delta city replace rot city detroit unfortunately inhabitants area intention abandon home simply desire company end ocp decide force leave employ ruthless mercenary army attack harass underground resistance begin fight robocop must decide loyalty lie,2.6083916083916083,2 star
102,2088,corrupt cop get head try assassinate beautiful russian hit woman,2.566909658942984,2 star
103,424,true story businessman oskar schindler save thousand jewish life nazis work slave factory world war ii,2.707178841309824,2 star
104,8850,base comic strip put hero arch enemy shiwan khan plan take world hold city ransom use atom bomb use power invisibility power cloud men mind shadow come blaze city rescue explosive result,2.828125,2 star
105,695,multi storied fish eye look american culture character intersect profoundly fleetingly live run emotional gamut disturb humorous altman portrait contemporary human condition nevertheless fascinate base nine story prose poem raymond carver,3.184031710079275,3 star
106,858,young boy try set dad date death mother call radio station talk dads loneliness soon lead dad meeting journalist annie fly seattle write story boy dad yet annie end story popular romantic comedy,4.339810758717364,4 star
107,867,woman move apartment manhattan learns previous tenant life end mysteriously tenant fell balcony,2.37887323943662,2 star
108,78,smog choke dystopian los angeles blade runner rick deckard call retirement terminate quartet replicants escape earth seek creator way extend short life span,3.173708920187793,3 star
109,319,clarence marries hooker alabama steal cocaine pimp try sell hollywood owner coke try reclaim,3.754095331937431,3 star
110,771,eight year old kevin mccallister make situation family unwittingly leave behind go christmas vacation pair bungle burglar set sight kevin house plucky kid stand ready defend territory plant booby trap galore adorably mischievous kevin stand ground frantic mother attempt race home,3.383233532934132,3 star
111,251,sam wheat banker molly jensen artist two madly love however sam murder friend corrupt business partner carl bruner shady business deal leave roam earth powerless spirit learn carl betrayal sam must seek help psychic oda mae brown set thing right protect molly carl goon,3.0348258706467663,3 star
112,812,princess jasmine grows tire forced remain palace sneaks marketplace disguise meet street urchin aladdin two fall love although may marry prince thrown jail aladdin become embroiled plot find mysterious lamp evil jafar hop rule land,2.4871794871794872,2 star
113,280,nearly year pass since sarah connor target termination cyborg future son john future leader resistance target new deadly terminator resistance manage send protector back attempt save john mother sarah,3.7178208505833648,3 star
114,581,wound civil war soldier john dunbar try commit suicide becomes hero instead reward assigned dream post remote junction western frontier soon make unlikely friend local sioux tribe,3.9857142857142858,3 star
115,268,dark knight gotham city begin war crime first major enemy clownishly homicidal joker seize control gotham underworld,3.304666666666667,3 star
116,274,fbi trainee clarice starling venture maximum security asylum pick diseased brain hannibal lecter psychiatrist turn homicidal cannibal starling need clue help capture serial killer faustian relationship lecter soon lead escape two derange killer loose,2.846366508688784,2 star
117,408,beautiful girl snow white take refuge forest house seven dwarfs hide stepmother wicked queen queen jealous want know fair land snow white beauty surpasses,3.2330028328611897,3 star
118,114,millionaire wheeler dealer edward lewis enters business contract hollywood hooker vivian ward lose heart bargain charm romantic comedy edward hire vivian date week give cinderella makeover return favor mellow hardnosed tycoon outlook poor prostitute rich capitalist live happily ever,3.622047244094488,3 star
119,576,age outlaw pike bishop william holden prepares retire one final robbery join gang include dutch engstrom ernest borgnine brother lyle warren oates tector gorch ben johnson bishop discovers heist setup orchestrate part old partner deke thornton robert ryan remain gang take refuge mexican territory thornton trail result fierce gunfight plenty casualty,2.5,2 star
120,7300,melanie parker architect mother sammy jack taylor newspaper columnist father maggie divorce meet one morning overwhelm jack leave unexpectedly maggie forgets melanie take school result child miss school field trip stick parent two adult project negative stereotype ex spouse end need rely watch child must save job humor add sammy propensity lodge object nose maggie tendency wander,3.561627906976744,3 star
121,275,jerry small town minnesota car salesman burst seams debt get plan go hire two thug kidnap wife scheme collect hefty ransom wealthy father law go snap nobody go get hurt people start die enter police chief marge coffee drinking parka wear extremely pregnant investigator stop nothing get man think small time investigative skill give crook run ransom betcha,2.728395061728395,2 star
122,8766,nd century scientist attempt right wrong ancestor create puzzle box open gate hell unleashes pinhead cenobite legion,3.3076923076923075,3 star
123,1592,arrogant high power attorney take case poor altar boy find run away scene grisly murder bishop take case get lot complex accuse reveals may may rd person room intensity build surprise twist alters everyone perception crime,2.3415934755332497,2 star
124,2021,jack always land foot land foot marries beautiful sarah land foot buys luxurious new home however sarah go labour take tumble stair land head come around discovers proud father baby girl deficient spouse department tune,3.300408589889776,3 star
125,954,ethan hunt leader crack espionage team whose perilous operation go awry explanation discovers mole penetrate cia surprise learn suspect clear name hunt must ferret real double agent process even score,3.988410348437266,3 star
126,8840,ancient time majestic fire breather soar sky knight name bowen come face face heart heart last dragon earth draco take arm suppress tyrant king bowen soon realize task harder imagine kill king draco die well,3.21875,3 star
127,5801,film come age story young boy name apu life small indian village early year th century apu bear poor brahmin family bengal father harihar priest dream become successful poet playwright earn enough mother sarbajaya keep family go limited resource sarbajaya resents share home harihar elderly cousin old helpless cripple indir apu sister durga always get trouble steal guavas neighbour orchard indir care apu like good old sister love affectionately tease together make enjoy simple joy life,3.5671506352087112,3 star
128,896,apu jobless ex student dream vaguely future writer old college friend talk visit country village wed,3.6857976653696496,3 star
129,2300,desperate attempt win basketball match earn freedom looney tune seek aid retire basketball champion michael jordan,3.854337476857974,3 star
130,8069,far future highly sexual woman task find stop evil durand durand along way encounter various unusual people,3.125,3 star
131,38867,struggle american writer fellow american expatriate begin sordid affair among chaos discord paris france brink world war ii,2.95,2 star
132,664,tv weatherman bill harding try get tornado hunter wife jo sign divorce paper marry girlfriend melissa mother nature form series intense storm sweep across oklahoma plan soon three join team stormchasers attempt insert revolutionary measuring device heart several extremely violent tornado,3.05,3 star
133,935,insane general jack ripper initiate nuclear strike soviet union soon action general buck turgidson discover war room full politician general russian diplomat frantically try stop nuclear strike near end scene probably uniquely unforgettable performance slim pickens movie career peter seller play multiple role film,3.7443946188340806,3 star
134,7095,jack powell suffers affliction make grow four time faster normal year old look like year old man year tutor home jack convinces overprotective parent send public school child know make jack help fifth grade teacher make effort win,3.255656108597285,3 star
135,627,renton deeply immersed edinburgh drug scene try clean get despite allure drug influence friend,3.5340733092410943,3 star
136,602,july giant alien mothership enters orbit around earth deploy several dozen saucer shape destroyer spacecraft quickly lay waste major city around planet july united state conduct coordinate counterattack fails july plan devise gain access interior alien mothership space order plant nuclear missile,3.997191011235955,3 star
137,81949,romania young marie therese von debretsy refuse flirtatious advance husband command officer result cosmopolitan family reassign brutally bleak dangerous outpost bulgarian romanian frontier relationship humanity severely test,2.4315068493150687,2 star
138,1645,young lawyer defend black man accuse murder two men rap year old daughter spark rebirth kkk,3.516589990241182,3 star
139,2925,year help hubby climb ladder success three mid life manhattanites dump new curvier model trio determine turn pain gain come cleverly devious plan hit ex really hurt wallet,4.012613521695258,4 star
140,3595,rich man son kidnap cooperates police first try unique tactic criminal,2.246153846153846,2 star
141,3573,emma woodhouse congenial young lady delight meddle people affair perpetually try unite men woman utterly wrong despite interest romance emma clueless feeling relationship gentle mr knightly,1.4628571428571429,1 Sstar
142,47907,percy upon release prison go small town gillead find place start take hannah help place spitfire grill percy brings change small town stir resentment fear growth others,3.513157894736842,3 star
143,549,director julian schnabel illustrate portrait friend first african american pop artist jean michel basquiat unfortunately die young age begin make name art world alongside biography basquiat artist art scene early new york,3.892929292929293,3 star
144,238,span year chronicle fictional italian american corleone crime family organize crime family patriarch vito corleone barely survive attempt life young son michael step take care would killers launch campaign bloody revenge,3.1641961231470925,3 star
145,88224,pregnant teen young sister run away foster home kidnap woman believe help pregnancy,3.25,3 star
146,872,hollywood lockwood lina lamont famous screen romantic pair silent movie lina mistake screen romance real love late film transform musical perfect voice song strident voice face studio dub voice aspire actress kathy selden bring work movie fall love,3.492537313432836,3 star
147,2769,jerry mulligan exuberant american expatriate paris try make reputation painter friend adam struggle concert pianist long time associate famous french singer henri baurel lonely society woman milo roberts take jerry wing support interested art,3.136363636363636,3 star
148,164,fortune hunter holly golightly find captivated aspire writer paul varjak move building wealthy woman dime romance bloom paul holly doc golightly show scene reveal holly past,3.460884724340815,3 star
149,426,retired san francisco detective suffer acrophobia investigates strange activity old friend wife become dangerously obsess,3.112452720395694,3 star
150,567,professional photographer l b jeff jeffries break leg get action shot auto race confine new york apartment spends time look rear window observe neighbor begin suspect man across courtyard may murder wife jeff enlist help high society fashion consultant girlfriend lisa freemont visit nurse stella investigate,3.372037914691944,3 star
151,3078,ellie andrew tie knot society aviator king westley whisk away father yacht king clutch ellie jump ship eventually wind bus head back husband reluctantly must accept help work reporter peter warne actually warne give choice either stick get back husband blow whistle ellie father either way peter get want really juicy newspaper story,3.524818401937046,3 star
152,213,advertising man roger thornhill mistake spy trigger deadly cross country chase,4.030478589420655,4 star
153,284,bud baxter minor clerk huge new york insurance company discover quick way climb corporate ladder lend apartment executive place take mistress although often deal aftermath visit one night leave major problem solve,2.8,2 star
154,239,two musician witness mob hit struggle find way city find gangster opportunity join girl band leave tour make getaway must first disguise woman keep identity secret deal problem bring attractive bandmate determine suitor,3.091131734983243,3 star
155,4808,regina lampert fall dash peter joshua ski holiday french alp discovers upon return paris husband murder soon peter give chase three late husband world war ii crony tex scobie gideon quarter million dollar quartet stole behind enemy line peter keep change name,3.098942598187312,3 star
156,289,casablanca morocco december cynical american expatriate meet former lover unforeseen complication,3.358924858924859,3 star
157,963,private detective take case involve three eccentric criminal gorgeous liar quest priceless statuette,3.544894366197183,3 star
158,6620,linus david larrabee two son wealthy family linus work busily run family corporate empire time wife family david play technically employ family business never show work spends time entertain marry divorce three time meanwhile sabrina fairchild young shy awkward daughter household chauffeur infatuate david life david hardly notice even know exist go away paris two year return elegant sophisticated beautiful woman suddenly find capture david attention find fall love linus find linus also fall love,3.789404132628544,3 star
159,804,overwhelmed suffocate schedule tour european princess ann take night rome sedative take doctor kick however fall asleep park bench find american reporter joe bradley take back apartment safety work next morning joe find ann regal identity bet editor get exclusive interview romance soon get way,3.0810293492131007,3 star
160,630,young dorothy find magical world make friend lion scarecrow tin man make way along yellow brick road talk wizard ask thing miss life wicked witch west thing could stop,3.350210970464135,3 star
161,770,american classic manipulative woman roguish man carry turbulent love affair american south civil war reconstruction,2.735294117647059,2 star
162,599,hack screenwriter write screenplay former silent film star fade hollywood obscurity,3.981740370898716,3 star
163,15,newspaper magnate charles foster kane take mother boy make ward rich industrialist result every well mean tyrannical self destructive move make rest life appear way reaction deeply wounding event,2.72704,2 star
164,62,humanity find mysterious object bury beneath lunar surface set find origin help hal world advance super computer,3.750324282255275,3 star
165,705,moment glimpse idol stage door eve harrington determine take rein power away great actress margo channing eve maneuver way margo broadway role become sensation even cause turmoil life margo director boyfriend playwright wife cynical drama critic see eve admire audacity perfect pattern deceit,3.4988888888888887,3 star
166,223,self conscious bride torment memory husband dead first wife,3.856592859331903,3 star
167,303,release shortly war classic hitchcock film illustrate battle german nazis american spy rio de janeiro german businessman keep wine cellar uranium ore,3.040473145780051,3 star
168,4174,dr anthony edwardes arrive vermont mental hospital replace outgoing hospital director dr constance peterson psychoanalyst discovers edwardes actually impostor man confess real dr edwardes dead fear may kill can not recall anything dr peterson however convinced impostor innocent man murder join quest unravel amnesia psychoanalysis,3.6906040268456377,3 star
169,381,delightful hitchcock film ex burglar must catch thief whos copying style get accuse wrong crime time run police close behind yet finds time little romance course classic masterpiece star grace kelly cary grant,3.4050666666666665,3 star
170,1859,stern russian woman send paris official business find attract man represent everything suppose detest,3.632420091324201,3 star
171,1939,police detective fall love woman whose murder investigating,4.084093211752786,4 star
172,3080,showman jerry travers work producer horace hardwick london jerry demonstrate new dance step late one night horace hotel much annoyance sleep dale tremont go upstairs complain two immediately attract complication arise dale mistake jerry horace,2.5,2 star
173,220,salinas valley around world war cal trask feel must compete overwhelm odds brother aron love father adam cal frustrate every turn reaction war get ahead business life relate estrange mother,2.407166123778502,2 star
