,movie_id,Label,overview
34,2054,Hit,passionate musician glenn holland take day job high school music teacher convince small obstacle road true call write historic opus decade roll composition unwritten generation student inspire teach holland must redefine life purpose
35,11525,Flop,jobe resuscitate jonathan walker want jobe create special computer chip would connect computer world one network walker would control use walker realize group teenage hacker stop plan
36,10634,Below Average,craig smokey two guy los angeles hang porch friday afternoon smoking drink look something
37,755,Below Average,seth gecko young brother richard run bloody bank robbery texas escape across border mexico home free next morning pay local kingpin survive dusk till dawn rendezvous point turn hell strip joint
38,11859,Below Average,max kirkpatrick cop protect kate mcquean civil law attorney renegade kgb team terminate
39,28387,Disaster,college graduation grover girlfriend jane tell move prague study write grover decline accompany decide instead move several friend quite work inertia escape university pull nobody want make big decision would radically alter life yet none want end like chet professional student tend bar tenth year university study
40,20927,Below Average,seed love plant lisa high power investment banker receive flower secret admirer fairy tale fantasy clash workaholic way soon find sometimes harder seem love conquer
41,36929,Flop,writer return hometown face childhood nemesis whose life ultimately ruin bully want relive painful past torturing
42,9102,Flop,sirius b year distant mining planet ravage decade war scientist create perfect weapon blade wield self replicate race kill device know screamer design one purpose hunt destroy enemy life form
43,400,Disaster,mafia film tarantino style star stud cast jimmy saint gangster career finally end yet find self favor wise godfather know man plan
44,10534,Below Average,teenage boys discover discipline camaraderie ill fat sailing voyage
45,13997,Disaster,dignify albert donnelly run governor team move keep slow witted klutzy young brother mike eye medium baby sit mike campaign assign sarcastic steve get experience lifetime try take mike town election
46,2086,Flop,gene watson public accountant arrive train union station los angeles accompany year old daughter lynn ordinary look approach pair sinister people name smith jones
47,9095,Below Average,housemaid fall love dr jekyll darkly mysterious counterpart mr hyde
48,12158,Below Average,maximillian lone survivor race vampire come brooklyn search way live past next full moon ticket survival rita nypd detective know half vampire maximillian whatever necessary put spell
49,9208,Hit,rogue stealth fighter pilot vic deakins deliberately drops radar maneuver air force end two steal nuclear warhead deakins co pilot riley hale military hope get back traverse desert canyon utah hale team park ranger terry carmichael put deakins back box
50,13685,Disaster,upon release mental hospital follow nervous breakdown directionless anthony join friend dignan seem far less sane former dignan hatch hair brain scheme yet unspecified crime spree somehow involve former bos supposedly legendary mr henry
51,9614,Average,fail hockey player turn golf whiz happy gilmore whose unconventional approach antic grass court ire rival shooter mcgavin determine win pga tournament save granny house prize money meanwhile attractive tour publicist try soften happy image
52,688,Hit,photographer robert kincaid wanders life housewife francesca johnson four day
53,10874,Average,tell story flint last journey young jim hawkins billy bones heart attack die jim friend attack pirate gang escape town hire boat crew find hidden treasure reveal bone die voyage across sea soon find everyone board trust
54,197,Superhit,enrage slaughter murron new bride childhood love scottish warrior william wallace slay platoon local english lord soldier lead village revolt eventually entire country rise english rule
55,103,Below Average,mentally unstable vietnam war veteran work night time taxi driver new york city perceive decadence sleaze feed urge violent action attempt save preadolescent prostitute process
56,33542,Average,keong come hong kong visit new york uncle wed uncle run market bronx keong offer help uncle honeymoon stay bronx keong befriends neighbor kid beat neighborhood thug cause problem market one petty thugs local gang stumble criminal situation way head
57,51352,Disaster,use previously unreleased archival material addition contemporary interview academy award win documentary tell story frank family present first fully round portrait brash free spirit daughter anne perhaps world famous victim holocaust write dawn barclift
58,78406,Flop,ruben robby twin brother adopt mona one wealthy eccentric woman santa barbara ruben devote mona robby devote money mona leave fortune estate ruben start battle brother soon lead madness mayhem even attempt murder ruben side lou perilli ex chicago cop use car dealer know law get around robby side ruthless businessman reed tyler turn swift profit mona property walk shifty line eddie agopian family lawyer care side win long winner side whether steal big steal little steal hilarious comedy greed power brotherly love
59,11066,Above Average,marcus successful advertising executive woos bed woman almost company merger find new bos ravish jacqueline treat exactly way completely traumatise work go badly downhill
60,2074,Below Average,adopt child new father mel colpin ben stiller decides can not name son know birth parent determines make cross country quest find accompanied wife nancy patricia arquette inept yet gorgeous adoption agent tina tea leoni departs epic road trip quickly devolve farce mistaken identity wrong turn overzealous love struck atf agent josh brolin richard jenkins
61,11863,Flop,someone nasty hatchet job san fransisco big noise assistant take charge investigation web blackmail prostitution involve governor old lover law man emerge prime suspect deal personal feeling well case
62,5757,Disaster,first time director dirk shafer also pen raucous mockumentary blend fact fiction create reign playgirl magazine centerfold year shafer choose keep fact gay secret magazine editor find live ultimate lie incapable give female reader really want succumb lover pressure come closet
63,11000,Hit,gay cabaret owner drag queen companion agree put false straight front son introduce fiancé right wing moralistic parent
64,9737,Hit,marcus burnett hen peck family man mike lowry foot loose fancy free lady man miami policeman hour reclaim consignment drug steal station nose complicate matter order get assistance sole witness murder pretend
65,22279,Disaster,awfully big adventure drama film theatre company liverpool set base novel name beryl bainbridge
66,568,Superhit,true story technical trouble scuttle apollo lunar mission risk life astronaut jim lovell crew fail journey turn thrill saga heroism drift mile earth astronauts work furiously ground crew avert tragedy
67,11780,Average,highland scotland rob roy try lead small town well future borrow money local nobility buy cattle herd market money steal rob force robin hood lifestyle defend family honour
68,414,Superhit,dark knight gotham city confronts dastardly duo two face riddler formerly district attorney harvey dent two face believe batman cause courtroom accident leave disfigured one side edward nygma computer genius former employee millionaire bruce wayne get philanthropist riddler former circus acrobat dick grayson family kill two face becomes wayne ward batman new partner robin
69,5894,Flop,auggie run small tobacco shop brooklyn new york whole neighborhood come visit buy cigarette small talk movie lou reed try explain cut health insurance bill keep smoke madonna act sing telegram
70,1775,Disaster,canadian bacon fictitious film director michael moore comedy american president decides go war bring public opinion election time canadian bacon actor john candy last film
71,8839,Superhit,furious late father will gloomy look mansion rather million carrigan crittenden ready burn place ground discovers map treasure hide house enters rickety mansion seek claim frighten away wicked wave ghost determine get hand hidden fortune hire afterlife therapist dr james harvey exorcise ghost mansion harvey daughter kat move soon kat meet casper ghost young boy friendly ghost know friendly casper uncle stretch fatso stinkie determine drive fleshies away
72,20649,Below Average,strike young city drug pusher tutelage drug lord rodney little night man fast food restaurant find four bullet body strike old brother turn killer det rocco klein buy story however set find truth seem finger point toward strike amp rodney
73,10329,Hit,eight people embark expedition congo mysterious expanse unexplored africa human greed law nature go berserk thrill seeker ulterior motif stumble across race killer ape
74,8963,Hit,u nuclear missile sub young first officer stage mutiny prevent trigger happy captain launch missile confirm order
75,26564,Flop,movie chronicle life time r crumb robert crumb cartoonist artist draw keep truckin fritz cat play major pioneer role genesis underground comix interview mother two brother wife ex girlfriend well selection vast quantity graphic art treat darkly comic ride one man subconscious mind
76,8068,Below Average,gunslinger embroil war local drug runner
77,8512,Below Average,late los angeles easy rawlins unemployed black world war ii veteran job prospect bar easy meet dewitt albright mysterious white man look someone investigate disappearance miss white woman name daphne monet suspect hide one city black jazz club strap money face house payment easy take job soon find head
78,1572,Superhit,new york detective john mcclane back kick bad guy butt third installment action pack series find team civilian zeus carver prevent loss innocent live mcclane think see genius name simon engages mcclane new partner beloved city deadly game demand concentration
79,6520,Hit,timeless tale king arthur legend camelot retold passionate period drama arthur reluctant hand crown lancelot guinevere tear loyalty husband grow love rival lancelot must balance loyalty throne reward true love
80,10428,Flop,along new friend teenager arrest u secret service ban use computer write computer virus discovers plot nefarious hacker must use computer skill find evidence pursue secret service evil computer genius behind virus
81,9886,Below Average,data courier literally carry data package inside head must deliver dy burden kill yakuza dystopian johnny keanu reeve data trafficker implant allow securely store data sensitive regular computer network one delivery run accept package exceeds implant safety limit kill data remove time also contain information far important valuable ever imagine race time must avoid assassin send kill remove data end life
82,9482,Hit,dystopian future dredd famous judge cop instant field judiciary power convict crime commit murderous counterpart escape
83,19326,Below Average,jobless tommy collins discovers sequester juror earn free room board well day get assigned jury murder trial everything prolong trial deliberation make sequestration comfortable
84,9344,Flop,controversial portrayal teens new york city expose deeply disturbing world sex substance abuse film focus sexually reckless freckle face boy name telly whose goal sex many different girl jenny girl sex test positive hiv know contract disease telly jenny discovers telly idea safe sex sex virgin continue pas disease onto unsuspecting girl jenny make business try stop
85,9071,Flop,film filmmaking take place one day set non budget movie ultimate tribute independent filmmaker
86,47608,Below Average,matt fall casey new girl school fun love eccentric darkness whimsy matt begin comprehend casey attempt commit suicide parent place mental institution matt spring together young lover head road trip believe love cure casey problem matt start wonder though inspire misguide
87,2293,Flop,dump girlfriend two best friend seek refuge local mall
88,9070,Above Average,power six incredible teen maneuver defeat evil everywhere mighty morphin power ranger time power ranger may meet match face sinister monster galaxy ever see
89,48787,Disaster,billy mute keep become successful makeup artist russia work film direct sister boyfriend andy billy find trapped studio one night horrify see snuff film make billy escapes help sister kate alert authority saw unfortunately make enemy russian mafia fund snuff film
90,1642,Hit,angela bennett freelance software engineer live world computer technology cyber friend ask bennett debug new game inadvertently become involved conspiracy soon turn life upside vacation mexico purse steal soon finds people event may seem becomes target assassination vacation ruin get new passport u embassy mexico wrong name ruth marx return u sort thing discovers ruth marx unsavory past lengthy police record make matter bad another person assume real identity
91,11472,Above Average,find longtime girlfriend pregnant commitment phobe realizes might change lifestyle well much much bad
92,36196,Disaster,although mary little income still find way spend night club arrest throw illegal rave asks aunt judy bail money judy find mary job library mary repay initially mary find job clerk bore stifle prefers get know street food vendor like however mary must refocus life loses job apartment
93,11980,Disaster,angel gabriel come earth collect soul end stalemate war heaven former priest little girl stop
94,10533,Below Average,set puritanical boston mid story seamstress hester prynne outcast becomes pregnant respect reverend refuse divulge name father convict adultery force wear scarlet indian attack unites puritans lead reevaluation law moral
95,10802,Below Average,young drifter name nomi arrives las vegas become dancer soon set claw push way become top showgirl
96,10149,Flop,writer paul benjamin nearly hit bus leave auggie wren smoke shop stranger rashid cole save life soon middle age paul tell homeless rashid mind short term housemate still grieve wife murder paul move rashid quest reconnect father auggie discovery woman might daughter give birth
97,18402,Above Average,one best ever roles julia robert grace whose reaction infidelities eddie dennis quaid turn live love people around something like fall domino robert duvall gena rowlands kyra sedgwick others year best ensemble character jack matthew newsday co star juicy truthful story write callie khouri
98,9348,Hit,search extra terrestrial intelligence project receive transmission detail alien dna structure along instruction splice human dna result sil sensual deadly creature change beautiful woman armour plat kill machine blink eye
99,281,Flop,set year last day old millennium movie tell story lenny nero ex cop deal data disc contain recorded memory emotion one day receive disc contains memory murderer kill prostitute lenny investigates pull deep deeper whirl blackmail murder rape survive solve case
100,79593,Flop,john netherwood wife leann fugitive want murder young daughter name janie want back
101,47939,Flop,jane holman mastrantonio drive two son accidentally run drifter jack mccloud swayze break leg responsible jane invite jack dog stay home leg heal jack struggle adapt lifestyle find love family start teach baseball tom miss father lost korean war jack tom develop strong bond friendship meanwhile gunny believe jack betty jane meet eye learn jack jack mccloud star white sock baseball player drop league first season never hear wonderful story witness magic boy imagination jack dog never sure witness imagination magic dog story friendship family learn life always cut dried often believe
102,36834,Disaster,young wild poet arthur rimbaud mentor paul verlaine engage fierce forbidden romance feeling effect hellish artistic lifestyle
103,9090,Average,three new york drag queen way hollywood beauty pageant get strand small midwestern town entire weekend car break wait part cadillac convertible flamboyant trio show local homophobic redneck appear different mean humanity common
104,3512,Hit,passenger train hijack electronics expert turn untraceable command center weapon satellite plan blow washington dc one man stop former navy seal casey ryback
105,9560,Above Average,world war ii vet paul sutton fall pregnant unwed woman persuades first encounter pose husband face family
106,9804,Superhit,futuristic world polar ice cap melt make earth liquid planet beautiful barmaid rescue mutant seafarer float island prison escape along young charge enola sail aboard ship trio soon become target menace pirate covets map dryland tattooed enola back
107,50797,Flop,russia revolutionary hero colonel kotov spending idyllic summer dacha young wife six year old daughter nadia assort family friend thing change dramatically unheralded arrival cousin dmitri moscow charm woman little nadia game pianistic bravura kotov fool time stalin repression telephone call middle night spell doom know dmitri pay social call
108,19155,Disaster,circularity violence see story circle macedonia war bosnia christian hunt ethnic albanian girl may murder one young monk take vow silence offer protection london photographic editor pregnant need talk estrange husband chooses toney restaurant
109,76,Flop,dialogue marathon film fairytale love story american boy french girl day night together vienna two heart collide
110,11017,Below Average,billy madison year old son bryan madison rich man make living hotel industry billy stand inherit father empire make grade week per grade prove take run family business
111,9382,Below Average,break girlfriend nightclub singer jane answer personal ad robin real estate agent aid seek cross country travel partner journey new york city los angeles two stop pittsburgh pick robin friend holly try escape abusive relationship three distinct personality woman must overcome difference help one another
112,2292,Flop,convenience video store clerk dante randal sharp witted potty mouth bored mind needle customer counter jockey play hockey roof visit funeral home deal love life
113,1909,Below Average,john arnold demarco man believe juan great lover world clad cape mask demarco undergoes psychiatric treatment dr jack mickler cure apparent delusion psychiatric session unexpected effect psychiatric staff profoundly dr mickler rekindles romance complacent marriage
114,8984,Superhit,computer specialist sue sexual harassment former lover turn boss initiated act forcefully threaten career personal life
115,8467,Superhit,lloyd harry two men whose stupidity really indescribable mary beautiful woman lose important suitcase money leave aspen two friend find suitcase decide return adventure finally get aspen use lose money live fight mary heart
116,10451,Flop,film tell story retire widowed chinese master chef chu si hung lung family living modern day taipei taiwan start film life three attractive daughter unattached film progress daughter encounter new men live new relationship blossom stereotype break live situation within family change film feature several scene display technique artistry gourmet chinese cooking since family member difficulty express love intricate preparation banquet quality dish sunday dinner surrogate familial feeling
117,18395,Flop,elliot go island eden live submissive fantasy inadvertently photograph diamond smuggler work smuggler detective follow island try retrieve film elliot begin fall love lisa head mistress island lisa must evaluate feeling elliot motivation
118,522,Flop,mostly true story legendary bad director time help strange friend filmed countless b movie without ever become famous successful
119,15789,Average,though goofy always mean well amiable cluelessness klutzy pratfalls regularly embarrass awkward adolescent son max max lighthearted prank high school principal finally get longtime crush roxanne notice ask date max trouble school convinces goofy boy need bond cross country fish trip like one take dad max age throw kink son plan impress roxanne
120,27303,Below Average,hatch harrison wife lindsey daughter regina enjoy pleasant drive car crash leave wife daughter unharmed kill hatch however ingenious doctor jonas nyebern manages revive hatch two lifeless hour hatch come back unchanged begin suffer horrible vision murder find vision sight serial killer
121,47867,Flop,talk pig name gordy becomes involve quest save family slaughterhouse
122,14275,Flop,documentary follow two inner city chicago resident arthur agee william gate follow dream become basketball superstar begin start high school year end almost year later start college watch boys mature men still retain hoop dream
123,1024,Flop,base true story juliet hulme pauline parker two close friend share love fantasy literature conspire kill pauline mother try end girl intense obsessive relationship
124,17207,Below Average,hot water mob unpaid debt con man pose family friend affluent pennsylvania suburb
125,14819,Below Average,camp hope summer retreat overweight boy run kindly couple make camper feel comfortable extra pound tyrannical fitness guru tony buy camp put kid cruel regimen go far sick endless week work play kid stage coup reclaim summer fun
126,628,Superhit,vampire relate epic life story love betrayal loneliness dark hunger curious reporter
127,87729,Flop,wife recently die thomas jefferson accept post united state ambassador pre revolutionary france though find difficult adjust life country aristocracy subjugate increasingly restless peasantry paris become smitten cultured artist maria cosway daughter visit virginia accompany attractive slave sally hem jefferson attention divert
128,6280,Average,part fertility research project male scientist agree carry pregnancy body
129,11,Blockbuster,princess leia capture hold hostage evil imperial force effort take galactic empire venturesome luke skywalker dash captain han solo team together loveable robot duo r c po rescue beautiful princess restore peace justice empire
130,18183,Below Average,tita passionately love pedro control mother forbids marry pedro marries sister tita throw cook discovers transfer emotion food prepares infect eat intense heartbreak
131,28313,Flop,khaila richards crack addict single mother accidentally leave baby dumpster high return next day panic find missing reality baby adopt warm hearted social worker margaret lewin husband charles year later khaila go rehab hold steady job learn child still alive challenge margaret custody
132,3036,Hit,base mary shelley novel frankenstein tell story victor frankenstein promise young doctor devastate death mother childbirth becomes obsess bring dead back life experiment lead creation monster frankenstein put together remain corps long frankenstein regret action
133,8986,Below Average,three young boy pool money pay v kindhearted prostitute strip afterward drive home suburb car break well though mobster name waltzer v realize suburb perfect place hide thing get lot complicate v fall love tom single father unaware real profession
134,10510,Average,little girl discovers dream come true really believe six year old susan walker doubt childhood endure miracle santa claus mother tell secret santa long time ago meet special department store santa convince real thing susan give precious gift something believe
135,17402,Disaster,gwyn marcus always want marriage like parent accept proposal boyfriend matt misgiving future together fear commitment grows learn various affair family sister get married brother already marry mother grow concern gwyn last single person family think marriage must search balance career marriage family
136,8438,Below Average,inspire true story petty criminal sent alcatraz catch attempt make escape punishment put solitary confinement maximum stay suppose day henri spends year alone cold complete darkness emerge madman soon murderer story follow rookie lawyer attempt prove alcatraz blame
137,1945,Hit,remote woodland cabin small town doctor discovers nell beautiful young hermit woman many secret
138,241,Above Average,two victim traumatize childhood become lover psychopathic serial murderer irresponsibly glorify mass medium
139,527,Flop,drama maori family lving auckland new zealand lee tamahori tell story beth hekes strong keep family together times unemployment abuse violent alcoholic husband
140,6950,Hit,deadly airborne virus find way usa start kill people epidemic rate col sam daniel job stop virus spread small town must quarantine prevent reaction white house
141,101,Average,leon top hit man new york earn rep effective clean next door neighbor wipe loose cannon dea agent become unwilling custodian year old mathilda long mathilda thought turn revenge considers follow leon footstep
142,63020,Flop,midst mariel boat lift hurry exodus refugee cuba go america immigration clerk accidentally presume dissident juan raul perez dorita evita perez marry united last name mutual resolve emigrate dorita juan agree play along get complicate two begin fall juan reunite wife carmela see decade
143,680,Superhit,burger love hit man philosophical partner drug addle gangster moll wash boxer converge sprawl comedic crime caper adventure unfurl three story ingeniously trip back forth time
144,41478,Flop,panther semi historic film origin black panther party self defense movie span year black panther history oakland panther also use historical footage b w emphasize point
145,25296,Disaster,story elderly chinese tai chi chuan teacher grandfather emigrate beijing live son american daughter law grandson new york city suburb grandfather increasingly distance family fish water western culture
146,40156,Flop,father greg pilkington linus roache torn call conservative catholic priest secret life homosexual gay lover frown upon church upon hear confession young girl incestuous father greg enters intensely emotional spiritual struggle decide choose moral religion one life another
147,12106,Below Average,mysterious woman come compete quick draw elimination tournament town take notorious gunman
148,3586,Below Average,paris fashion week draw usual bunch people designer reporter model magazine editor photographer follow various storyline character center around murder investigation prominent fashion figure feature star cast
149,22586,Flop,beautiful princess odette transform swan evil sorcerer spell hold captive enchanted lake befriends jean bob frog speed turtle puffin bird despite struggle keep princess safe good natured creature nothing sorcerer spell break vow everlasting love
150,2636,Hit,may munro woman obsess get revenge people murder parent still girl hire ray quick retire explosive expert kill parent killer ned trent embitter ex partner quick assign protect one quick potential victim deadly game cat mouse ensues
151,2164,Hit,interstellar teleportation device find egypt lead planet human resemble ancient egyptian worship god ra
152,11395,Hit,scott calvin ordinary man accidentally cause santa claus fall roof christmas eve knock unconscious young son finish santa trip delivery go north pole scott learn must become new santa convince love indeed father christmas
153,278,Below Average,frame double murder wife lover upstanding banker andy dufresne begin new life shawshank prison put account skill work amoral warden long stretch prison dufresne come admired inmate include old prisoner name red integrity unquenchable sense hope
154,87078,Disaster,brother vincent rich clay poor meet first time father funeral remark similar look unknown clay think life take turn good vince actually plot kill car bomb pas corpse plan start new life elsewhere father inheritance clay survive blast face memory identity restore hospital right one
155,9067,Flop,base british cult comic strip tank rid anti heroine fight mega corporation control world water supply
156,193,Hit,captain jean luc picard crew enterprise find odds renegade scientist soran destroy entire star system one man help picard stop soran scheme dead seventy eight year
157,25066,Below Average,strange funeral director tell four strange tale horror african american focus three drug dealer traps place business
158,11381,Average,party animal tommy callahan can short six pack family business start tank tommy number cruncher richard hayden save day
159,1587,Below Average,gilbert care brother arnie obese mother get way love walk life
160,9271,Below Average,law enforcement technology advancement centre letac develop sid version sadistic intelligent dangerous virtual reality entity synthesize personality serial killer one man stop
161,2064,Hit,love story build misunderstand transit worker pull commuter peter track mug coma family mistakenly think peter fiancée correct thing get complicate fall brother quite sure claim
162,60855,Disaster,jade li feisty something chinese canadian try achieve happy medium give parent wish fulfil need desire double happiness naturally something get give love beckons shape mark white university student facade perfect chinese daughter begin slip
163,236,Below Average,muriels wed p j hogan film debut humorous emancipation story unemployed woman evolve dreamer self sustain successful woman amuse comedy thats funny silly angry serious
164,3049,Hit,ace ventura pet detective jim carrey case find miami dolphin miss mascot quarterback dan marino go eyeball eyeball man eat shark stake miami dolphins woos wow ladies whether undercover fire underwater always get man beast
165,2759,Below Average,two drag queen transsexual contract perform drag show resort alice spring resort town remote australian desert head west sydney aboard lavender bus priscilla en route discover woman contract wife one drag queen bus break repair bob travel
166,10497,Flop,embittered husband paralyze wheelchair buttonhole complete stranger begin tell story marriage stranger would like escape can not one thing grows fascinate story another mesmerize man wife perfect trick look man boldly eye look away concedes sexual supremacy
167,9331,Superhit,cia analyst jack ryan drawn illegal war fight u government colombian drug cartel
168,10731,Hit,street wise kid mark sway see suicide jerome clifford prominent louisiana lawyer whose current client barry blade muldano mafia hit man jerome shoot tell mark body senator bury clifford shoot mark find scene fbi mafia quickly realize mark probably know say
169,9495,Above Average,exactly one year young rock guitarist eric draven fiancée brutally kill ruthless gang criminal draven watch hypnotic crow return grave exact revenge
170,29973,Flop,al stump famous sport writer choose ty cobb co write official authorized autobiography death cobb widely fear despised feel misunderstood want set record straight great ball player ever word
171,888,Superhit,modern stone age family flintstone hit big screen live action version classic cartoon fred help barney adopt child barney see opportunity repay slate mining test employee find new executive good deed go unpunished
172,13,Blockbuster,man low iq accomplish great thing life present significant historic event case far exceed anyone imagine could yet despite thing attain one true love elude forrest gump story man rise challenge prove determination courage love important ability
173,712,Superhit,four wedding funeral british comedy british man name charles american woman name carrie go numerous wedding determine right one another
174,16295,Average,malik omar epps african american student attend track scholarship academic strong suit go think athletic ability earn free ride college fudge ice cube professional student columbus six year far become friendly malik challenge view race politics america
175,48992,Flop,lisette husband chino face marital difficulty feed kid job trouble mother rosaria hate lisette neighborhood tramp design chino thing get even bad chino go jail lisette get good job uptown marriage save
176,10879,Above Average,rival chicago reporter sabrina peterson robert peter brackett nolte reluctantly join force uncover train wreck conspiracy bite chew pursue story bicker along way fall love despite fact many year older sabrina ambitious gift reporter willing whatever take learn truth train accident lead conflict reluctant partnership fade star newsman peter work rival paper polar opposite chase woman smoke cigar publish first novel pursuit story peter sabrina clash virtually everything also subject sabrina indecent exposure front group boy scout catch skinny dip
177,41647,Disaster,documentary recount life work one famous yet reviled german film director history leni riefenstahl film recount rise career dancer movie actor important film director nazi germany direct famous propaganda film triumph olympiad film also explore late activity nazi germany defeat disgrace associate include amazingly active life age
178,8587,Blockbuster,young lion cub name simba wait king uncle craves title stop nothing get
179,1689,Flop,little buddha movie life siddhartha star keanu reef bridget fonda direct bernardo bertolucci
180,11596,Below Average,freddy back badder ever nancy historical nemesis man satanic snarl pitchfork finger discover new monstrous demon take freddy persona nancy stop new threat time save son
181,854,Superhit,timid bank clerk stanley ipkiss discovers magical mask contain spirit norse god loki entire life change wear mask ipkiss become supernatural playboy exude charm confidence allow catch eye local nightclub singer tina carlyle unfortunately mask influence ipkiss also rob bank anger junior crime lord dorian tyrell whose goon get blame heist
182,36593,Above Average,frank drebin persuade retirement go undercover state prison find top terrorist rocco plan escape frank wife jane desperate baby add frank problem host celebrity academy award ceremony humiliate frank blunder way try foil rocco
183,2788,Below Average,small circle friend suffer post collegiate blue must confront hard truth life love pursuit gainful employment struggle map survival guide future gen x quartet soon begin realize reality crack
